"","X","age","net","gun","sex","year","nruns","runs_again"
"1881",7657,48,81.77,88.38,"M",2005,5,TRUE
"1882",7662,54,68.45,68.63,"M",2002,7,TRUE
"1883",7669,37,98.22,104.1,"M",2005,3,FALSE
"1884",7672,38,80.62,82.45,"M",2002,7,TRUE
"1885",7679,48,77.88,78.43,"M",2002,4,TRUE
"1886",7683,46,NA,116,"M",2007,3,FALSE
"1887",7686,43,NA,61.27,"M",2007,3,FALSE
"1888",7689,49,NA,97.98,"M",2008,3,FALSE
"1889",7692,44,NA,118.8,"M",2007,4,TRUE
"1890",7696,43,78.87,82.15,"M",2005,3,FALSE
"1891",7699,58,96.68,100.6,"M",2002,3,FALSE
"1892",7702,51,131.8,137,"M",2003,8,TRUE
"1893",7710,59,82.25,86.4,"M",2006,5,TRUE
"1894",7715,46,NA,85.93,"M",2008,3,FALSE
"1895",7718,40,NA,68.12,"M",2007,3,FALSE
"1896",7721,48,65.17,65.4,"M",2003,8,TRUE
"1897",7729,36,95.22,101.5,"M",2002,3,FALSE
"1898",7732,59,79.77,80.65,"M",2006,3,FALSE
"1899",7735,50,99.22,102.9,"M",2003,3,FALSE
"1900",7738,53,92.3,98.2,"M",2001,5,TRUE
"1901",7743,48,76.8,77.15,"M",2005,6,TRUE
"1902",7749,46,87.55,89.63,"M",2002,5,TRUE
"1903",7754,45,64.87,65,"M",2002,5,TRUE
"1904",7759,47,105.6,110.9,"M",2005,4,TRUE
"1905",7763,28,NA,85.92,"M",2008,3,FALSE
"1906",7766,25,97.23,98.92,"F",2004,3,FALSE
"1907",7769,54,98.7,99.55,"F",2001,5,TRUE
"1908",7774,31,76.15,77.62,"F",2006,3,FALSE
"1909",7777,39,109.6,116.8,"F",2004,3,FALSE
"1910",7780,40,80.83,84.15,"F",2003,3,FALSE
"1911",7783,54,85.45,90.82,"M",2001,4,TRUE
"1912",7787,55,80.18,80.35,"M",2004,7,TRUE
"1913",7794,51,80.88,82.53,"M",2003,3,FALSE
"1914",7797,36,NA,98.47,"M",2008,3,FALSE
"1915",7800,38,85.93,95.72,"M",2006,4,TRUE
"1916",7804,41,94.1,96.7,"F",2005,6,TRUE
"1917",7810,30,86.17,92.45,"M",2003,3,FALSE
"1918",7813,42,79.23,80.77,"M",2001,3,FALSE
"1919",7816,36,NA,80.87,"M",2008,3,FALSE
"1920",7819,43,NA,104.7,"M",2008,3,FALSE
"1921",7822,50,80.62,82.08,"M",2001,6,TRUE
"1922",7828,47,57.35,57.38,"M",2005,3,FALSE
"1923",7831,36,91.52,97.02,"M",2005,3,FALSE
"1924",7834,35,76.3,82.82,"M",2002,5,TRUE
"1925",7839,49,102.6,108.5,"M",2003,3,FALSE
"1926",7842,52,82.22,83.73,"M",2001,6,TRUE
"1927",7848,58,94.1,99.9,"M",2002,4,TRUE
"1928",7852,56,98.5,99.97,"M",2004,4,TRUE
"1929",7856,40,NA,113.2,"M",2007,3,FALSE
"1930",7859,42,67.82,67.93,"M",2001,5,TRUE
"1931",7864,66,108.5,112.8,"M",2002,3,FALSE
"1932",7867,37,NA,95.53,"M",2007,4,TRUE
"1933",7871,49,92.6,94.95,"M",2001,5,TRUE
"1934",7876,50,98.88,105.6,"M",2004,3,FALSE
"1935",7879,37,105.4,106.1,"M",2004,3,FALSE
"1936",7882,36,66.98,67.03,"M",2004,5,TRUE
"1937",7887,55,71.93,76.4,"M",2002,3,FALSE
"1938",7890,45,62.08,62.18,"M",2006,3,FALSE
"1939",7893,52,96.97,97.98,"M",2002,7,TRUE
"1940",7900,37,127.9,131.7,"M",2004,5,TRUE
"1941",7905,72,96.65,97.47,"M",2004,3,FALSE
"1942",7908,64,NA,91.42,"M",2007,4,TRUE
"1943",7912,70,76.38,76.55,"M",2002,7,TRUE
"1944",7919,65,116,121,"M",2003,4,TRUE
"1945",7923,46,70.52,71.02,"M",2003,7,TRUE
"1946",7930,51,NA,84.48,"M",2008,3,FALSE
"1947",7933,41,83.12,86.33,"M",2005,3,FALSE
"1948",7936,41,NA,93.78,"M",2008,3,FALSE
"1949",7939,44,68.7,69.68,"M",2006,4,TRUE
"1950",7943,61,93,95.58,"M",2005,4,TRUE
"1951",7947,48,77.92,78.3,"M",2001,4,TRUE
"1952",7951,38,NA,85.72,"M",2007,3,FALSE
"1953",7954,60,95.33,99.75,"M",2002,7,TRUE
"1954",7961,40,86.1,89.27,"F",2004,3,FALSE
"1955",7964,33,75.07,78.98,"M",2001,6,TRUE
"1956",7970,36,63.93,64.08,"M",2001,3,FALSE
"1957",7973,49,83.42,85.58,"M",2004,5,TRUE
"1958",7978,31,98.45,105.9,"F",2004,4,TRUE
"1959",7982,26,92.1,95.57,"F",2003,3,FALSE
"1960",7985,34,71.92,76.35,"M",2002,4,TRUE
"1961",7989,59,82.55,83.15,"M",2002,5,TRUE
"1962",7994,52,NA,78.7,"M",2007,4,TRUE
"1963",7998,27,47.4,47.42,"M",2006,3,FALSE
"1964",8001,32,NA,76.63,"M",2007,4,TRUE
"1965",8005,44,NA,102.6,"F",2007,4,TRUE
"1966",8009,39,81.48,81.9,"F",2004,7,TRUE
"1967",8016,41,NA,105,"F",2008,3,FALSE
"1968",8019,39,99.75,105.4,"F",2004,3,FALSE
"1969",8022,44,110.3,115.3,"F",2001,6,TRUE
"1970",8028,35,98.88,106.2,"F",2004,4,TRUE
"1971",8032,35,100.1,101.7,"F",2005,3,FALSE
"1972",8035,28,74.43,74.65,"F",2001,4,TRUE
"1973",8039,42,NA,92.57,"F",2007,4,TRUE
"1974",8043,54,84.98,86.27,"F",2005,6,TRUE
"1975",8049,31,82.38,88.22,"M",2003,5,TRUE
"1976",8054,55,114.6,116.8,"F",2005,5,TRUE
"1977",8059,37,NA,89.48,"F",2007,3,FALSE
"1978",8062,37,NA,88.05,"M",2008,3,FALSE
"1979",8065,30,94.83,100,"F",2004,6,TRUE
"1980",8071,34,105,110.5,"M",2006,5,TRUE
"1981",8076,41,73.48,78.38,"M",2005,3,FALSE
"1982",8079,45,74.57,74.73,"M",2003,3,FALSE
"1983",8082,59,82.23,82.72,"M",2001,8,TRUE
"1984",8090,36,NA,72.12,"M",2008,3,FALSE
"1985",8093,50,69.5,69.5,"M",2003,4,TRUE
"1986",8097,54,NA,90.6,"M",2008,3,FALSE
"1987",8100,45,NA,94.47,"M",2008,3,FALSE
"1988",8103,41,NA,63.82,"M",2007,4,TRUE
"1989",8107,39,75.17,81.62,"M",2005,5,TRUE
"1990",8112,36,NA,88.07,"F",2008,3,FALSE
"1991",8115,39,113.3,118.8,"F",2005,3,FALSE
"1992",8118,57,94.65,99.9,"F",2001,7,TRUE
"1993",8125,42,NA,91.5,"F",2007,4,TRUE
"1994",8129,37,91.33,95.9,"F",2005,4,TRUE
"1995",8133,58,92.93,95,"M",2001,3,FALSE
"1996",8136,54,78.95,80.08,"M",2002,4,TRUE
"1997",8140,42,126.6,133,"M",2002,3,FALSE
"1998",8143,44,76.03,76.62,"M",2001,6,TRUE
"1999",8149,43,67.92,68.28,"M",2002,5,TRUE
"2000",8154,33,NA,96.95,"M",2008,3,FALSE
"2001",8157,36,91.23,92.07,"F",2001,8,TRUE
"2002",8165,36,78.92,79.88,"F",2006,4,TRUE
"2003",8169,46,86.05,86.43,"F",2005,4,TRUE
"2004",8173,30,96.63,102,"F",2004,3,FALSE
"2005",8176,36,NA,90.35,"F",2008,3,FALSE
"2006",8179,46,84.57,88.87,"F",2005,3,FALSE
"2007",8182,37,63.43,63.62,"M",2001,6,TRUE
"2008",8188,44,NA,88.05,"M",2007,3,FALSE
"2009",8191,53,NA,83.15,"M",2008,3,FALSE
"2010",8194,30,72.53,72.82,"M",2001,7,TRUE
"2011",8201,38,67.4,67.68,"M",2001,3,FALSE
"2012",8204,35,59.72,59.77,"M",2003,4,TRUE
"2013",8208,60,NA,103.9,"M",2007,3,FALSE
"2014",8211,46,95.95,96.77,"M",2001,3,FALSE
"2015",8214,34,NA,86.15,"M",2007,3,FALSE
"2016",8217,45,68.93,70.32,"M",2006,3,FALSE
"2017",8220,40,NA,74.5,"M",2008,3,FALSE
"2018",8223,38,68.55,70.37,"M",2004,3,FALSE
"2019",8226,42,74.2,74.2,"M",2005,3,FALSE
"2020",8229,43,94.57,96.37,"M",2005,3,FALSE
"2021",8232,43,80.4,81.8,"M",2001,4,TRUE
"2022",8236,52,82.13,84.6,"M",2001,4,TRUE
"2023",8240,44,NA,69.58,"M",2007,4,TRUE
"2024",8244,37,NA,77.9,"M",2007,3,FALSE
"2025",8247,29,NA,89.05,"M",2008,3,FALSE
"2026",8250,54,78.15,85.27,"M",2005,5,TRUE
"2027",8255,43,91.33,97.87,"M",2001,4,TRUE
"2028",8259,35,NA,84.2,"M",2007,3,FALSE
"2029",8262,54,96.17,101.8,"M",2004,3,FALSE
"2030",8265,31,67.35,67.9,"M",2001,7,TRUE
"2031",8272,45,110.2,116.4,"M",2005,4,TRUE
"2032",8276,42,90.27,90.27,"M",2004,3,FALSE
"2033",8279,53,84.3,86.42,"M",2004,3,FALSE
"2034",8282,27,NA,59.82,"M",2008,3,FALSE
"2035",8285,30,60.08,60.45,"M",2006,3,FALSE
"2036",8288,27,NA,59.47,"M",2007,3,FALSE
"2037",8291,43,NA,87.68,"M",2008,3,FALSE
"2038",8294,51,71.27,72.62,"M",2006,4,TRUE
"2039",8298,51,73.27,73.57,"M",2005,4,TRUE
"2040",8302,58,74.65,74.93,"M",2002,5,TRUE
"2041",8307,32,77.63,78.22,"M",2002,3,FALSE
"2042",8310,41,84.43,87.2,"M",2005,5,TRUE
"2043",8315,48,NA,98.58,"M",2008,3,FALSE
"2044",8318,50,85.58,86.9,"M",2002,4,TRUE
"2045",8322,43,97.45,109.8,"F",2001,6,TRUE
"2046",8328,29,80.23,86.38,"F",2004,4,TRUE
"2047",8332,32,96.22,103.8,"F",2004,4,TRUE
"2048",8336,50,86.68,88.87,"F",2002,3,FALSE
"2049",8339,33,88.7,93.98,"F",2005,3,FALSE
"2050",8342,49,84.15,86.55,"M",2001,3,FALSE
"2051",8345,40,73.22,73.93,"M",2005,6,TRUE
"2052",8351,36,NA,69.38,"M",2007,4,TRUE
"2053",8355,43,72.98,73.27,"M",2001,6,TRUE
"2054",8361,64,105.3,116.4,"M",2001,3,FALSE
"2055",8364,31,80.68,82.53,"M",2005,4,TRUE
"2056",8368,47,82.27,83.6,"M",2002,4,TRUE
"2057",8372,50,NA,88.33,"M",2008,3,FALSE
"2058",8375,46,95.3,99.32,"F",2006,4,TRUE
"2059",8379,42,108.7,114.9,"F",2005,5,TRUE
"2060",8384,52,98.02,105.1,"F",2006,3,FALSE
"2061",8387,25,110,117.4,"F",2006,4,TRUE
"2062",8391,55,80.03,81.07,"M",2003,4,TRUE
"2063",8395,41,67.5,67.87,"M",2001,8,TRUE
"2064",8403,39,NA,101.4,"F",2008,3,FALSE
"2065",8406,37,88.98,93.33,"M",2004,5,TRUE
"2066",8411,36,62.85,62.97,"M",2001,3,FALSE
"2067",8414,41,69.62,73.38,"M",2006,3,FALSE
"2068",8417,36,94.13,96.82,"M",2003,4,TRUE
"2069",8421,30,105.2,110.4,"F",2005,3,FALSE
"2070",8424,39,NA,67.85,"M",2008,3,FALSE
"2071",8427,50,107.8,113.2,"M",2003,5,TRUE
"2072",8432,60,94.05,95.73,"M",2003,7,TRUE
"2073",8439,50,84.15,86.87,"M",2004,5,TRUE
"2074",8444,34,80.02,81.05,"M",2002,5,TRUE
"2075",8449,31,92.33,95.38,"F",2005,4,TRUE
"2076",8453,49,NA,69.18,"M",2008,3,FALSE
"2077",8456,52,79.08,79.77,"M",2004,6,TRUE
"2078",8462,46,76.55,77.23,"M",2002,6,TRUE
"2079",8468,32,91.15,94.22,"M",2003,3,FALSE
"2080",8471,45,67.88,68.22,"M",2001,5,TRUE
"2081",8476,50,81.87,84.08,"M",2001,3,FALSE
"2082",8479,59,NA,79.02,"M",2008,3,FALSE
"2083",8482,48,67.55,68.23,"M",2001,4,TRUE
"2084",8486,55,97.75,98.45,"M",2002,7,TRUE
"2085",8493,39,NA,115.2,"F",2008,3,FALSE
"2086",8496,32,101.4,106.9,"F",2003,5,TRUE
"2087",8501,37,90.8,92.03,"F",2002,4,TRUE
"2088",8505,33,89.4,95.8,"F",2004,5,TRUE
"2089",8510,26,99.83,102,"F",2002,3,FALSE
"2090",8513,34,NA,68.53,"F",2007,3,FALSE
"2091",8516,26,133.9,141.7,"F",2004,3,FALSE
"2092",8519,35,98.15,104.6,"F",2004,5,TRUE
"2093",8524,37,69.57,70.5,"F",2004,4,TRUE
"2094",8528,30,88.38,93.22,"F",2001,5,TRUE
"2095",8533,29,88.22,89.33,"F",2005,3,FALSE
"2096",8536,32,78.48,79.08,"F",2004,3,FALSE
"2097",8539,36,NA,90.15,"F",2007,3,FALSE
"2098",8542,30,96.22,99.73,"F",2004,3,FALSE
"2099",8545,31,NA,94.42,"F",2007,4,TRUE
"2100",8549,28,NA,84.58,"F",2008,3,FALSE
"2101",8552,31,89.12,95.42,"F",2005,5,TRUE
"2102",8557,25,96.08,97.88,"F",2006,5,TRUE
"2103",8562,31,82.65,84.13,"F",2002,4,TRUE
"2104",8566,45,91.73,93.53,"M",2005,4,TRUE
"2105",8570,39,NA,77.32,"M",2008,3,FALSE
"2106",8573,37,81.88,83.4,"M",2005,4,TRUE
"2107",8577,84,114,114.2,"F",2002,6,TRUE
"2108",8583,35,82.98,84.78,"F",2006,3,FALSE
"2109",8586,32,96.72,97.17,"F",2001,4,TRUE
"2110",8590,51,NA,99.7,"F",2008,3,FALSE
"2111",8593,40,92.95,94.58,"F",2002,6,TRUE
"2112",8599,55,95.22,100.8,"F",2004,5,TRUE
"2113",8604,28,123.9,131.4,"F",2005,3,FALSE
"2114",8607,36,NA,73.58,"F",2007,4,TRUE
"2115",8611,28,102.4,109.4,"F",2006,3,FALSE
"2116",8614,40,71.9,71.95,"F",2006,5,TRUE
"2117",8619,37,82.83,86.22,"F",2003,3,FALSE
"2118",8622,34,98.62,99.7,"F",2002,5,TRUE
"2119",8627,33,87.85,92.67,"F",2004,5,TRUE
"2120",8632,46,103,108.8,"F",2002,5,TRUE
"2121",8637,52,103.3,106.9,"F",2005,6,TRUE
"2122",8643,50,87.67,90.25,"M",2006,3,FALSE
"2123",8646,51,79.93,81.8,"M",2003,5,TRUE
"2124",8651,33,67.72,67.72,"M",2005,3,FALSE
"2125",8654,80,164.6,164.6,"M",2001,3,FALSE
"2126",8657,38,79.8,81.93,"M",2002,4,TRUE
"2127",8661,75,NA,92.82,"M",2007,4,TRUE
"2128",8665,51,86,90.75,"M",2006,4,TRUE
"2129",8669,49,87.88,91.33,"M",2002,5,TRUE
"2130",8674,64,NA,143.5,"M",2007,3,FALSE
"2131",8677,31,102.8,108.3,"F",2003,3,FALSE
"2132",8680,24,NA,97.3,"F",2007,4,TRUE
"2133",8684,40,67.97,68.35,"F",2003,5,TRUE
"2134",8689,30,114.2,122,"F",2004,3,FALSE
"2135",8692,32,81.63,82.37,"F",2003,5,TRUE
"2136",8697,35,100.4,102.8,"F",2003,4,TRUE
"2137",8701,27,91.8,97.57,"F",2002,3,FALSE
"2138",8704,69,120.7,127,"F",2003,6,TRUE
"2139",8710,34,98.8,104.2,"F",2002,4,TRUE
"2140",8714,44,83.75,85.13,"F",2005,6,TRUE
"2141",8720,44,111,111.3,"F",2004,7,TRUE
"2142",8727,42,103.2,110.2,"F",2006,3,FALSE
"2143",8730,33,NA,84.78,"F",2007,4,TRUE
"2144",8734,31,78.45,79.68,"F",2001,3,FALSE
"2145",8737,26,NA,80.52,"F",2007,3,FALSE
"2146",8740,37,63.7,63.78,"F",2004,3,FALSE
"2147",8743,51,84.38,85.02,"M",2001,9,TRUE
"2148",8752,40,90.87,93.47,"F",2003,4,TRUE
"2149",8756,56,NA,103.8,"M",2007,3,FALSE
"2150",8759,48,100.3,105.5,"M",2001,3,FALSE
"2151",8762,45,99.67,105.3,"M",2002,6,TRUE
"2152",8768,44,84.23,87.87,"M",2002,5,TRUE
"2153",8773,40,NA,73.28,"M",2007,4,TRUE
"2154",8777,43,73.42,73.8,"M",2002,8,TRUE
"2155",8785,44,84.05,84.95,"M",2003,6,TRUE
"2156",8791,28,NA,95.15,"M",2008,3,FALSE
"2157",8794,58,90.1,94.3,"M",2001,3,FALSE
"2158",8797,63,127.5,129.4,"M",2006,4,TRUE
"2159",8801,49,76.05,77.57,"M",2003,5,TRUE
"2160",8806,31,76.12,76.72,"M",2005,4,TRUE
"2161",8810,35,65.02,65.43,"M",2003,5,TRUE
"2162",8815,45,NA,88.27,"M",2008,3,FALSE
"2163",8818,29,85.27,86.03,"M",2001,4,TRUE
"2164",8822,38,NA,77.58,"M",2007,4,TRUE
"2165",8826,39,NA,100.9,"M",2008,3,FALSE
"2166",8829,40,88.53,94.28,"F",2002,5,TRUE
"2167",8834,25,88.4,88.4,"M",2004,3,FALSE
"2168",8837,39,57.73,57.8,"M",2004,4,TRUE
"2169",8841,26,71.97,71.97,"M",2005,6,TRUE
"2170",8847,57,NA,70.7,"M",2008,3,FALSE
"2171",8850,34,68.27,68.7,"M",2006,3,FALSE
"2172",8853,27,NA,77.43,"M",2008,3,FALSE
"2173",8856,46,84.05,86.07,"M",2003,3,FALSE
"2174",8859,45,90.12,95.13,"M",2003,3,FALSE
"2175",8862,28,NA,79.9,"M",2007,4,TRUE
"2176",8866,44,76.5,77.58,"M",2003,4,TRUE
"2177",8870,36,81.92,84.33,"F",2003,4,TRUE
"2178",8874,66,84.02,84.08,"F",2003,8,TRUE
"2179",8882,57,104.8,110.4,"F",2005,6,TRUE
"2180",8888,44,112.9,117.3,"F",2004,4,TRUE
"2181",8892,40,107.6,109.7,"F",2002,8,TRUE
"2182",8900,40,90.87,92.27,"F",2002,6,TRUE
"2183",8906,42,93.98,96,"F",2001,3,FALSE
"2184",8909,26,83.32,84.67,"F",2002,4,TRUE
"2185",8913,51,106.6,106.6,"M",2005,3,FALSE
"2186",8916,55,NA,93.37,"M",2007,3,FALSE
"2187",8919,50,74.13,74.43,"M",2002,8,TRUE
"2188",8927,44,91.2,91.55,"M",2003,4,TRUE
"2189",8931,57,107.6,112.3,"F",2006,5,TRUE
"2190",8936,58,NA,114,"F",2008,3,FALSE
"2191",8939,71,121.9,121.9,"M",2004,4,TRUE
"2192",8943,27,76.55,78.4,"F",2004,3,FALSE
"2193",8946,45,NA,95.05,"M",2008,3,FALSE
"2194",8949,51,89.92,98.38,"M",2005,4,TRUE
"2195",8953,40,NA,86.75,"M",2008,3,FALSE
"2196",8956,24,61.5,61.67,"M",2002,4,TRUE
"2197",8960,34,95.33,97.45,"M",2004,3,FALSE
"2198",8963,54,84.77,89.82,"M",2005,4,TRUE
"2199",8967,32,76.35,77.78,"M",2005,4,TRUE
"2200",8971,49,90.55,98.17,"M",2005,3,FALSE
"2201",8974,59,NA,119.4,"M",2008,3,FALSE
"2202",8977,55,101,104.3,"M",2001,3,FALSE
"2203",8980,58,87.68,89.17,"M",2002,6,TRUE
"2204",8986,45,NA,106.2,"M",2008,3,FALSE
"2205",8989,53,103.3,107.8,"M",2001,4,TRUE
"2206",8993,53,NA,98.38,"M",2008,3,FALSE
"2207",8996,57,NA,88.8,"M",2007,4,TRUE
"2208",9000,72,105.2,107.6,"M",2002,3,FALSE
"2209",9003,57,87.43,89.85,"M",2002,5,TRUE
"2210",9008,48,85.5,88.7,"M",2005,3,FALSE
"2211",9011,41,64.73,64.82,"M",2001,7,TRUE
"2212",9018,57,NA,113.8,"M",2007,4,TRUE
"2213",9022,57,78.67,80.38,"M",2001,5,TRUE
"2214",9027,27,82.65,89.17,"F",2006,4,TRUE
"2215",9031,34,NA,83.5,"F",2008,3,FALSE
"2216",9034,40,125.8,130.3,"F",2003,3,FALSE
"2217",9037,28,NA,102.1,"F",2008,3,FALSE
"2218",9040,33,86.38,88.4,"F",2003,4,TRUE
"2219",9044,29,77.53,84.37,"M",2003,5,TRUE
"2220",9049,25,75.48,77.17,"F",2003,4,TRUE
"2221",9053,75,NA,130,"F",2007,4,TRUE
"2222",9057,56,104.8,110.2,"F",2004,3,FALSE
"2223",9060,52,95.78,97.47,"F",2002,5,TRUE
"2224",9065,48,NA,68.5,"M",2008,3,FALSE
"2225",9068,40,71.45,71.98,"M",2001,6,TRUE
"2226",9074,34,NA,69.2,"M",2008,3,FALSE
"2227",9077,39,72.88,73.88,"M",2003,5,TRUE
"2228",9082,25,NA,80.05,"M",2008,3,FALSE
"2229",9085,28,79.77,81.23,"M",2006,3,FALSE
"2230",9088,57,88.23,93.52,"M",2006,5,TRUE
"2231",9093,52,73.15,73.53,"M",2005,5,TRUE
"2232",9098,26,75.45,77.1,"F",2005,4,TRUE
"2233",9102,29,86.58,89,"M",2006,3,FALSE
"2234",9105,39,64.1,64.4,"M",2004,4,TRUE
"2235",9109,55,81.28,85,"M",2001,6,TRUE
"2236",9115,30,92.37,96.48,"M",2004,3,FALSE
"2237",9118,53,NA,98.82,"M",2008,3,FALSE
"2238",9121,57,110.7,116.2,"M",2005,4,TRUE
"2239",9125,57,NA,111.9,"M",2008,3,FALSE
"2240",9128,23,NA,63.85,"M",2008,3,FALSE
"2241",9131,59,84.63,84.63,"M",2003,7,TRUE
"2242",9138,53,NA,84.38,"M",2007,4,TRUE
"2243",9142,38,NA,76.78,"M",2008,3,FALSE
"2244",9145,49,64.85,65.22,"M",2001,6,TRUE
"2245",9151,49,70.88,71.65,"M",2001,8,TRUE
"2246",9159,61,79.47,80.4,"M",2003,3,FALSE
"2247",9162,50,79.62,80.23,"M",2004,4,TRUE
"2248",9166,35,103.7,111.6,"M",2005,3,FALSE
"2249",9169,44,97.18,99.08,"M",2002,6,TRUE
"2250",9175,60,111,113,"M",2003,3,FALSE
"2251",9178,36,87.7,90.53,"M",2004,6,TRUE
"2252",9184,36,88.53,89.83,"M",2002,4,TRUE
"2253",9188,60,76.57,77.85,"M",2003,3,FALSE
"2254",9191,48,81.57,82.3,"M",2003,4,TRUE
"2255",9195,36,NA,78.63,"M",2008,3,FALSE
"2256",9198,57,81.73,82.37,"M",2001,6,TRUE
"2257",9204,33,67.02,67.33,"M",2003,5,TRUE
"2258",9209,37,92.78,96.78,"M",2004,6,TRUE
"2259",9215,32,NA,76.45,"M",2007,3,FALSE
"2260",9218,34,88.28,90.28,"M",2001,7,TRUE
"2261",9225,31,72.17,72.95,"M",2004,4,TRUE
"2262",9229,49,97,105,"M",2004,3,FALSE
"2263",9232,25,85.07,88.43,"M",2006,4,TRUE
"2264",9236,41,87.08,87.47,"M",2005,3,FALSE
"2265",9239,40,67.98,68.52,"M",2004,6,TRUE
"2266",9245,58,118.5,123.6,"M",2001,4,TRUE
"2267",9249,54,108.6,114.7,"M",2006,3,FALSE
"2268",9252,59,76.22,78.02,"M",2004,6,TRUE
"2269",9258,36,NA,75.98,"M",2008,3,FALSE
"2270",9261,41,111.4,116.7,"M",2003,5,TRUE
"2271",9266,49,NA,77.65,"M",2007,4,TRUE
"2272",9270,55,NA,NA,"M",2007,3,FALSE
"2273",9273,41,NA,73.93,"M",2008,3,FALSE
"2274",9276,38,74.9,82.2,"M",2002,3,FALSE
"2275",9279,41,77.95,82.1,"M",2006,5,TRUE
"2276",9284,28,NA,69.52,"M",2008,3,FALSE
"2277",9287,52,NA,99.58,"M",2008,3,FALSE
"2278",9290,54,96.75,99.48,"M",2005,3,FALSE
"2279",9293,55,97.77,103.2,"M",2004,3,FALSE
"2280",9296,49,92.6,94.93,"M",2001,4,TRUE
"2281",9300,54,100.2,102.2,"M",2003,7,TRUE
"2282",9307,45,73.1,74.2,"M",2003,5,TRUE
"2283",9312,61,93.22,97.47,"M",2005,5,TRUE
"2284",9317,38,99.47,103.2,"M",2004,7,TRUE
"2285",9324,53,96.78,100.9,"M",2002,6,TRUE
"2286",9330,43,70.48,70.75,"M",2003,3,FALSE
"2287",9333,44,85.52,90.77,"M",2004,3,FALSE
"2288",9336,24,NA,106.3,"M",2008,3,FALSE
"2289",9339,50,66.68,66.73,"M",2003,4,TRUE
"2290",9343,42,91.55,94.22,"M",2004,4,TRUE
"2291",9347,40,NA,67,"M",2008,3,FALSE
"2292",9350,54,69.35,71.58,"M",2001,8,TRUE
"2293",9358,39,NA,79.92,"M",2007,3,FALSE
"2294",9361,49,80.2,80.85,"M",2005,3,FALSE
"2295",9364,57,88.72,89.47,"M",2004,5,TRUE
"2296",9369,37,87.05,92.48,"M",2004,6,TRUE
"2297",9375,54,72.78,73.5,"M",2001,4,TRUE
"2298",9379,44,89.02,93.27,"M",2005,5,TRUE
"2299",9384,61,79.62,82.08,"M",2003,4,TRUE
"2300",9388,42,73.4,73.7,"M",2001,9,TRUE
"2301",9397,34,78.87,79.95,"M",2003,3,FALSE
"2302",9400,35,87.78,91.28,"M",2006,5,TRUE
"2303",9405,41,82.38,84.22,"M",2002,8,TRUE
"2304",9413,54,102.9,106.2,"M",2002,4,TRUE
"2305",9417,55,88.7,95.43,"M",2005,3,FALSE
"2306",9420,32,82.15,86.75,"M",2003,3,FALSE
"2307",9423,38,NA,85.33,"M",2008,3,FALSE
"2308",9426,47,82.25,82.75,"M",2003,7,TRUE
"2309",9433,61,100.6,105.2,"M",2004,3,FALSE
"2310",9436,52,NA,111.3,"M",2007,3,FALSE
"2311",9439,45,NA,102.6,"M",2008,3,FALSE
"2312",9442,49,93.72,98,"M",2004,5,TRUE
"2313",9447,25,NA,83.83,"M",2007,4,TRUE
"2314",9451,54,82.63,83.35,"M",2004,3,FALSE
"2315",9454,35,66.62,71.03,"M",2003,4,TRUE
"2316",9458,36,106.1,112.5,"M",2004,5,TRUE
"2317",9463,31,66.77,67.12,"M",2006,4,TRUE
"2318",9467,50,134.9,139.4,"M",2002,3,FALSE
"2319",9470,43,81.62,83.78,"M",2004,5,TRUE
"2320",9475,32,NA,65,"M",2008,3,FALSE
"2321",9478,31,NA,80.55,"M",2007,3,FALSE
"2322",9481,39,80.17,81.98,"M",2004,3,FALSE
"2323",9484,29,69.05,70.43,"M",2006,4,TRUE
"2324",9488,31,83.73,84.75,"M",2003,5,TRUE
"2325",9493,65,109.5,113.2,"F",2004,4,TRUE
"2326",9497,37,75.43,76.27,"M",2002,8,TRUE
"2327",9505,44,NA,99.55,"F",2007,3,FALSE
"2328",9508,44,88.47,88.47,"F",2002,6,TRUE
"2329",9514,45,101.3,102.2,"F",2004,4,TRUE
"2330",9518,38,89.88,96.12,"F",2005,5,TRUE
"2331",9523,50,103.7,106.2,"F",2002,5,TRUE
"2332",9528,48,101.2,102.2,"F",2006,3,FALSE
"2333",9531,54,89.85,91.68,"F",2002,7,TRUE
"2334",9538,58,126.4,131,"F",2005,3,FALSE
"2335",9541,54,80.83,82.62,"F",2003,5,TRUE
"2336",9546,37,94.95,101.3,"F",2004,3,FALSE
"2337",9549,49,97.55,102.7,"F",2003,3,FALSE
"2338",9552,46,89.55,95.32,"F",2004,3,FALSE
"2339",9555,31,NA,96.67,"F",2007,3,FALSE
"2340",9558,49,NA,103.2,"F",2007,3,FALSE
"2341",9561,60,92.95,96.52,"F",2002,6,TRUE
"2342",9567,57,84.55,85.05,"F",2005,5,TRUE
"2343",9572,38,75.97,76.83,"F",2002,7,TRUE
"2344",9579,50,96.07,99.8,"F",2002,3,FALSE
"2345",9582,53,87.15,87.78,"F",2005,6,TRUE
"2346",9588,44,87.47,92.07,"F",2004,3,FALSE
"2347",9591,50,119,124.2,"F",2005,4,TRUE
"2348",9595,37,73.32,73.52,"F",2003,6,TRUE
"2349",9601,43,80.32,81.15,"F",2006,4,TRUE
"2350",9605,43,94.08,95.58,"F",2006,3,FALSE
"2351",9608,48,NA,84.13,"F",2008,3,FALSE
